experiment_name,prior_label,alpha_prior,beta_prior,prior_mean,prior_strength,game,seed,tested_agent_side,opponent_side,outcome_for_tested_agent,winner,tested_agent_discs,opponent_discs,disc_difference,moves_played,passes,runtime_seconds,tested_search_seconds,opponent_search_seconds,tested_decisions,opponent_decisions,tested_seconds_per_decision,opponent_seconds_per_decision,board_rows,board_cols,simulations,weak_tactical_random_move_probability
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,14,13,WHITE,BLACK,loss,BLACK,3,33,-30,35,3,12.1989316,12.189715,0.0032829,17,18,0.717042059,0.000182383,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,15,14,BLACK,WHITE,loss,WHITE,8,28,-20,33,1,13.4759795,13.4664469,0.003061,17,16,0.792143935,0.000191313,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,16,15,WHITE,BLACK,win,WHITE,21,14,7,31,0,11.9745179,11.966088,0.0029505,15,16,0.7977392,0.000184406,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,17,16,BLACK,WHITE,win,BLACK,19,17,2,33,1,13.2104056,13.2023101,0.0027636,17,16,0.776606476,0.000172725,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,18,17,WHITE,BLACK,win,WHITE,22,14,8,32,0,11.9248992,11.9167813,0.0028808,16,16,0.744798831,0.00018005,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,19,18,BLACK,WHITE,loss,WHITE,4,31,-27,34,3,13.6589334,13.6481312,0.004977,17,17,0.802831247,0.000292765,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,20,19,WHITE,BLACK,win,WHITE,24,12,12,32,0,12.0672596,12.0590261,0.0030084,16,16,0.753689131,0.000188025,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,21,20,BLACK,WHITE,win,BLACK,27,9,18,33,1,13.0473647,13.0390221,0.002861,17,16,0.7670013,0.000178812,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,22,21,WHITE,BLACK,win,WHITE,23,13,10,32,0,12.0851477,12.0761781,0.0031782,16,16,0.754761131,0.000198637,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,23,22,BLACK,WHITE,loss,WHITE,4,32,-28,36,4,14.4255052,14.4150161,0.0035795,18,18,0.800834228,0.000198861,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,24,23,WHITE,BLACK,win,WHITE,33,1,32,34,4,13.1923273,13.1820536,0.0035843,17,17,0.775414918,0.000210841,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,25,24,BLACK,WHITE,win,BLACK,19,17,2,33,1,13.3250796,13.3166696,0.0030327,17,16,0.783333506,0.000189544,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,26,25,WHITE,BLACK,win,WHITE,29,7,22,34,2,12.5209527,12.5109963,0.0037481,17,17,0.735940959,0.000220476,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,27,26,BLACK,WHITE,win,BLACK,18,14,4,28,0,12.898082,12.8895221,0.0029798,14,14,0.92068015,0.000212843,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,28,27,WHITE,BLACK,win,WHITE,22,14,8,32,0,11.8067177,11.7983967,0.0031882,16,16,0.737399794,0.000199262,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,29,28,BLACK,WHITE,win,BLACK,20,16,4,33,1,13.0796631,13.0714269,0.0028641,17,16,0.768907465,0.000179006,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,30,29,WHITE,BLACK,win,WHITE,21,15,6,32,0,11.9756116,11.9671054,0.0030446,16,16,0.747944088,0.000190288,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,31,30,BLACK,WHITE,win,BLACK,26,10,16,34,2,13.3333876,13.32517,0.002857,17,17,0.783833529,0.000168059,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,32,31,WHITE,BLACK,win,WHITE,21,15,6,33,1,12.0548546,12.0462808,0.0032092,16,17,0.75289255,0.000188776,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,33,32,BLACK,WHITE,win,BLACK,25,11,14,33,1,13.3451218,13.3366667,0.0029267,17,16,0.784509806,0.000182919,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,34,33,WHITE,BLACK,loss,BLACK,15,21,-6,32,0,12.1353554,12.1267656,0.0032033,16,16,0.75792285,0.000200206,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,35,34,BLACK,WHITE,loss,WHITE,12,24,-12,32,0,13.2134052,13.2050583,0.002853,16,16,0.825316144,0.000178313,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,36,35,WHITE,BLACK,win,WHITE,21,15,6,33,1,12.3829492,12.3739649,0.0032066,16,17,0.773372806,0.000188624,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,37,36,BLACK,WHITE,win,BLACK,22,14,8,33,1,13.1988079,13.1905602,0.0029159,17,16,0.775915306,0.000182244,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,38,37,WHITE,BLACK,win,WHITE,25,11,14,33,1,12.0913918,12.0814627,0.0036198,16,17,0.755091419,0.000212929,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,39,38,BLACK,WHITE,win,BLACK,26,10,16,33,1,13.1739587,13.1655946,0.0028738,17,16,0.774446741,0.000179612,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,40,39,WHITE,BLACK,loss,BLACK,10,26,-16,32,0,11.5323461,11.5242462,0.0029477,16,16,0.720265387,0.000184231,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,41,40,BLACK,WHITE,win,BLACK,27,9,18,33,1,13.0569829,13.0488861,0.0028383,17,16,0.767581535,0.000177394,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,42,41,WHITE,BLACK,loss,BLACK,0,36,-36,33,1,12.2406089,12.2321097,0.0031701,16,17,0.764506856,0.000186476,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,43,42,BLACK,WHITE,win,BLACK,23,13,10,32,0,13.3179975,13.3095843,0.0029088,16,16,0.831849019,0.0001818,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,44,43,WHITE,BLACK,win,WHITE,26,10,16,33,1,12.0561601,12.0472817,0.0031588,16,17,0.752955106,0.000185812,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,45,44,BLACK,WHITE,win,BLACK,19,17,2,33,1,13.5893831,13.5800644,0.0032981,17,16,0.798827318,0.000206131,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,46,45,WHITE,BLACK,win,WHITE,27,9,18,32,0,11.8815848,11.8732826,0.0029761,16,16,0.742080162,0.000186006,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,47,46,BLACK,WHITE,win,BLACK,23,13,10,33,1,12.8959223,12.8876978,0.0029039,17,16,0.758099871,0.000181494,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,48,47,WHITE,BLACK,win,WHITE,22,14,8,33,1,12.0334535,12.0251602,0.002939,16,17,0.751572512,0.000172882,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,49,48,BLACK,WHITE,win,BLACK,20,16,4,32,0,12.8995163,12.891327,0.0028704,16,16,0.805707938,0.0001794,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,50,49,WHITE,BLACK,win,WHITE,29,6,23,32,1,12.0159235,12.0075686,0.0029723,16,16,0.750473038,0.000185769,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,51,50,BLACK,WHITE,win,BLACK,19,17,2,33,1,13.2783003,13.2698452,0.0028501,17,16,0.780579129,0.000178131,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,52,51,WHITE,BLACK,win,WHITE,20,16,4,34,2,12.3417752,12.3327511,0.0032928,17,17,0.725455947,0.000193694,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,53,52,BLACK,WHITE,win,BLACK,21,15,6,32,0,13.2290018,13.2206829,0.0029428,16,16,0.826292681,0.000183925,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,54,53,WHITE,BLACK,win,WHITE,32,4,28,34,2,12.0133672,12.0049106,0.0029835,17,17,0.706171212,0.0001755,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,55,54,BLACK,WHITE,loss,WHITE,13,23,-10,32,0,12.9301278,12.9221631,0.0028097,16,16,0.807635194,0.000175606,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,56,55,WHITE,BLACK,win,WHITE,29,7,22,32,0,11.8846857,11.8765534,0.0029125,16,16,0.742284588,0.000182031,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,57,56,BLACK,WHITE,win,BLACK,20,16,4,33,1,13.2064635,13.1982403,0.0028178,17,16,0.776367076,0.000176112,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,58,57,WHITE,BLACK,win,WHITE,22,14,8,34,2,12.716935,12.7073173,0.003271,17,17,0.747489253,0.000192412,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,59,58,BLACK,WHITE,win,BLACK,24,12,12,33,1,13.2821805,13.2739424,0.0027964,17,16,0.780820141,0.000174775,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,60,59,WHITE,BLACK,win,WHITE,29,7,22,32,0,12.3174718,12.3090999,0.0031192,16,16,0.769318744,0.00019495,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,61,60,BLACK,WHITE,win,BLACK,26,10,16,33,1,13.3739894,13.3655951,0.0028638,17,16,0.786211476,0.000178987,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,62,61,WHITE,BLACK,win,WHITE,23,13,10,32,0,12.2054006,12.1959283,0.0033001,16,16,0.762245519,0.000206256,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,63,62,BLACK,WHITE,win,BLACK,19,17,2,34,2,13.4999217,13.4913442,0.0029188,17,17,0.793608482,0.000171694,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,64,63,WHITE,BLACK,win,WHITE,25,11,14,34,2,12.3074134,12.2984948,0.0031178,17,17,0.723440871,0.0001834,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,65,64,BLACK,WHITE,win,BLACK,24,12,12,33,1,13.442246,13.4340788,0.0027565,17,16,0.790239929,0.000172281,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,66,65,WHITE,BLACK,win,WHITE,19,17,2,33,1,12.217976,12.2090661,0.0032814,16,17,0.763066631,0.000193024,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,67,66,BLACK,WHITE,loss,WHITE,9,27,-18,33,1,13.3020317,13.2937635,0.0028633,17,16,0.781986088,0.000178956,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,68,67,WHITE,BLACK,win,WHITE,21,15,6,33,1,12.1844825,12.1757917,0.0030812,16,17,0.760986981,0.000181247,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,69,68,BLACK,WHITE,win,BLACK,35,1,34,35,3,13.3434354,13.3348506,0.0030368,18,17,0.740825033,0.000178635,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,70,69,WHITE,BLACK,win,WHITE,24,12,12,33,1,12.407216,12.3984123,0.0031071,16,17,0.774900769,0.000182771,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,71,70,BLACK,WHITE,win,BLACK,32,4,28,34,2,13.3100816,13.3015532,0.0029867,17,17,0.782444306,0.000175688,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,72,71,WHITE,BLACK,win,WHITE,28,7,21,32,1,12.4227552,12.4141206,0.0030457,16,16,0.775882538,0.000190356,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,73,72,BLACK,WHITE,win,BLACK,20,16,4,34,2,13.4802359,13.470982,0.0032916,17,17,0.792410706,0.000193624,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,74,73,WHITE,BLACK,win,WHITE,31,5,26,32,0,12.058865,12.0504769,0.0030691,16,16,0.753154806,0.000191819,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,75,74,BLACK,WHITE,draw,DRAW,18,18,0,33,1,13.1274058,13.1191468,0.002915,17,16,0.771714518,0.000182187,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,76,75,WHITE,BLACK,win,WHITE,19,17,2,34,2,12.2245056,12.2158905,0.0031163,17,17,0.718581794,0.000183312,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,77,76,BLACK,WHITE,win,BLACK,28,8,20,33,1,13.0277743,13.0194384,0.0029918,17,16,0.765849318,0.000186988,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,78,77,WHITE,BLACK,loss,BLACK,7,29,-22,32,0,12.1435073,12.1349689,0.0031625,16,16,0.758435556,0.000197656,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,79,78,BLACK,WHITE,win,BLACK,21,15,6,33,1,13.3165125,13.3081499,0.0029367,17,16,0.782832347,0.000183544,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,80,79,WHITE,BLACK,win,WHITE,19,17,2,32,0,11.9595702,11.9507441,0.003169,16,16,0.746921506,0.000198063,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,81,80,BLACK,WHITE,win,BLACK,34,1,33,35,4,13.4669098,13.4579757,0.0029966,18,17,0.747665317,0.000176271,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,82,81,WHITE,BLACK,win,WHITE,23,13,10,34,2,13.1929429,13.1830839,0.0034502,17,17,0.775475524,0.000202953,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,83,82,BLACK,WHITE,win,BLACK,24,12,12,33,1,13.6971239,13.6886036,0.0029149,17,16,0.805211976,0.000182181,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,84,83,WHITE,BLACK,win,WHITE,22,14,8,32,0,12.0137802,12.0050982,0.0032133,16,16,0.750318637,0.000200831,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,85,84,BLACK,WHITE,win,BLACK,28,8,20,33,1,13.1624549,13.1537704,0.0032101,17,16,0.7737512,0.000200631,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,86,85,WHITE,BLACK,loss,BLACK,15,21,-6,34,2,12.287885,12.279113,0.0031623,17,17,0.722300765,0.000186018,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,87,86,BLACK,WHITE,win,BLACK,24,12,12,34,2,13.4988295,13.4900456,0.0030017,17,17,0.793532094,0.000176571,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,88,87,WHITE,BLACK,win,WHITE,23,13,10,32,0,12.1289211,12.1207741,0.0028888,16,16,0.757548381,0.00018055,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,89,88,BLACK,WHITE,win,BLACK,19,17,2,32,0,13.2887793,13.2802729,0.0030125,16,16,0.830017056,0.000188281,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,90,89,WHITE,BLACK,win,WHITE,21,15,6,32,0,12.1298703,12.1212986,0.0030219,16,16,0.757581163,0.000188869,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,91,90,BLACK,WHITE,win,BLACK,25,9,16,31,1,13.4531267,13.4445701,0.0028926,16,15,0.840285631,0.00019284,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,92,91,WHITE,BLACK,win,WHITE,26,8,18,32,2,12.6206005,12.6115205,0.0031139,16,16,0.788220031,0.000194619,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,93,92,BLACK,WHITE,win,BLACK,20,16,4,32,0,12.9443046,12.9362492,0.0028119,16,16,0.808515575,0.000175744,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,94,93,WHITE,BLACK,win,WHITE,24,5,19,27,2,12.6176143,12.6086766,0.0031211,13,14,0.9698982,0.000222936,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,95,94,BLACK,WHITE,loss,WHITE,15,21,-6,33,1,13.4946632,13.4856825,0.0032506,17,16,0.793275441,0.000203162,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,96,95,WHITE,BLACK,win,WHITE,20,16,4,32,0,12.0309834,12.0227324,0.0029229,16,16,0.751420775,0.000182681,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,97,96,BLACK,WHITE,win,BLACK,23,12,11,33,2,13.4380535,13.4295302,0.0029427,17,16,0.789972365,0.000183919,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,98,97,WHITE,BLACK,win,WHITE,26,10,16,32,0,23.4494043,23.4322624,0.0066341,16,16,1.4645164,0.000414631,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,99,98,BLACK,WHITE,win,BLACK,22,14,8,33,1,35.1435251,35.1235043,0.0067508,17,16,2.066088488,0.000421925,6,6,400,0.0
10_classical_thompson_beta_prior_sweep_vs_weak_tactical,beta_5_5,5.0,5.0,0.5,10.0,100,99,WHITE,BLACK,win,WHITE,19,17,2,33,1,30.6315042,30.6086604,0.0081213,16,17,1.913041275,0.000477724,6,6,400,0.0
