experiment_name,c_value,game,seed,tested_agent_side,opponent_side,outcome_for_tested_agent,winner,tested_agent_discs,opponent_discs,disc_difference,moves_played,passes,runtime_seconds,tested_search_seconds,opponent_search_seconds,tested_decisions,opponent_decisions,tested_seconds_per_decision,opponent_seconds_per_decision,board_rows,board_cols,simulations,weak_tactical_random_move_probability
09_classical_uct_c_sweep_vs_weak_tactical,0.0,1,0,BLACK,WHITE,win,BLACK,25,11,14,33,1,3.3964853,3.3872388,0.0034584,17,16,0.199249341,0.00021615,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,0.0,2,1,WHITE,BLACK,loss,BLACK,11,25,-14,32,0,2.969133,2.9606706,0.0030715,16,16,0.185041913,0.000191969,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,0.0,3,2,BLACK,WHITE,draw,DRAW,18,18,0,33,1,3.3217578,3.3131095,0.0029546,17,16,0.194888794,0.000184663,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,0.0,4,3,WHITE,BLACK,win,WHITE,19,16,3,31,0,2.9717864,2.963557,0.0029526,15,16,0.197570467,0.000184538,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,0.0,5,4,BLACK,WHITE,loss,WHITE,12,24,-12,33,1,3.2194492,3.2110753,0.0029448,17,16,0.188886782,0.00018405,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,0.0,6,5,WHITE,BLACK,win,WHITE,23,13,10,32,0,2.9094718,2.9012928,0.0029544,16,16,0.1813308,0.00018465,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,0.0,7,6,BLACK,WHITE,win,BLACK,27,9,18,33,1,3.2034102,3.1944777,0.003356401,17,16,0.187910453,0.000209775,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,0.0,8,7,WHITE,BLACK,loss,BLACK,2,34,-32,33,1,2.9948034,2.9860105,0.003127899,16,17,0.186625656,0.000183994,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,0.0,9,8,BLACK,WHITE,loss,WHITE,14,22,-8,32,0,3.3435949,3.334984,0.0030132,16,16,0.2084365,0.000188325,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,0.0,10,9,WHITE,BLACK,win,WHITE,20,16,4,34,2,3.0019256,2.9933651,0.0030114,17,17,0.1760803,0.000177141,6,6,100,0.0
