experiment_name,c_value,game,seed,tested_agent_side,opponent_side,outcome_for_tested_agent,winner,tested_agent_discs,opponent_discs,disc_difference,moves_played,passes,runtime_seconds,tested_search_seconds,opponent_search_seconds,tested_decisions,opponent_decisions,tested_seconds_per_decision,opponent_seconds_per_decision,board_rows,board_cols,simulations,weak_tactical_random_move_probability
09_classical_uct_c_sweep_vs_weak_tactical,3.0,64,63,WHITE,BLACK,loss,BLACK,1,35,-34,33,1,3.4090722,3.4006703,0.0030875,16,17,0.212541894,0.000181618,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,65,64,BLACK,WHITE,draw,DRAW,18,18,0,33,1,4.354744,4.342480801,0.0041697,17,16,0.255440047,0.000260606,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,66,65,WHITE,BLACK,win,WHITE,29,7,22,33,1,3.7610605,3.7513906,0.0036348,16,17,0.234461913,0.000213812,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,67,66,BLACK,WHITE,win,BLACK,20,16,4,32,0,3.821268,3.811736101,0.003303,16,16,0.238233506,0.000206438,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,68,67,WHITE,BLACK,loss,BLACK,0,33,-33,31,2,3.9987246,3.9881321,0.0035019,15,16,0.265875473,0.000218869,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,69,68,BLACK,WHITE,win,BLACK,23,13,10,32,0,3.9727329,3.9623061,0.0035794,16,16,0.247644131,0.000223713,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,70,69,WHITE,BLACK,win,WHITE,23,13,10,34,2,3.6439983,3.6339152,0.0036532,17,17,0.213759718,0.000214894,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,71,70,BLACK,WHITE,loss,WHITE,0,32,-32,30,2,3.8473934,3.8383462,0.0030135,15,15,0.255889747,0.0002009,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,72,71,WHITE,BLACK,win,WHITE,21,15,6,33,1,3.7496752,3.7386199,0.0042249,16,17,0.233663744,0.000248524,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,73,72,BLACK,WHITE,win,BLACK,28,7,21,33,2,4.377891,4.3668564,0.0036664,17,16,0.256873906,0.00022915,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,74,73,WHITE,BLACK,win,WHITE,20,16,4,32,0,3.5842589,3.574798,0.0033661,16,16,0.223424875,0.000210381,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,75,74,BLACK,WHITE,loss,WHITE,5,31,-26,32,0,3.6552735,3.6463672,0.0033503,16,16,0.22789795,0.000209394,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,76,75,WHITE,BLACK,loss,BLACK,13,23,-10,32,0,3.462707,3.4531836,0.0034826,16,16,0.215823975,0.000217663,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,77,76,BLACK,WHITE,win,BLACK,33,3,30,33,1,4.1690876,4.1600096,0.003150001,17,16,0.244706447,0.000196875,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,78,77,WHITE,BLACK,win,WHITE,20,16,4,32,0,3.4473097,3.438075,0.0033299,16,16,0.214879687,0.000208119,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,79,78,BLACK,WHITE,win,BLACK,20,16,4,32,0,3.7445189,3.7353602,0.0031682,16,16,0.233460012,0.000198012,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,80,79,WHITE,BLACK,loss,BLACK,5,31,-26,33,1,3.2771946,3.267943,0.003273801,16,17,0.204246437,0.000192577,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,81,80,BLACK,WHITE,win,BLACK,19,17,2,33,1,3.6021812,3.5932282,0.0032349,17,16,0.211366365,0.000202181,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,82,81,WHITE,BLACK,loss,BLACK,12,24,-12,32,0,3.3306967,3.321688,0.0032785,16,16,0.2076055,0.000204906,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,83,82,BLACK,WHITE,loss,WHITE,7,29,-22,33,1,3.8302861,3.8215072,0.002981601,17,16,0.224794541,0.00018635,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,84,83,WHITE,BLACK,loss,BLACK,15,21,-6,35,3,3.5503686,3.539922599,0.0037206,17,18,0.208230741,0.0002067,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,85,84,BLACK,WHITE,loss,WHITE,9,27,-18,32,0,3.4645785,3.456494,0.0027822,16,16,0.216030875,0.000173888,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,86,85,WHITE,BLACK,win,WHITE,27,9,18,33,1,3.3032619,3.293937501,0.003379099,16,17,0.205871094,0.000198771,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,87,86,BLACK,WHITE,win,BLACK,22,14,8,35,3,3.6868291,3.6773758,0.0031022,18,17,0.204298656,0.000182482,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,88,87,WHITE,BLACK,win,WHITE,28,8,20,36,4,3.8184723,3.807960901,0.0035937,18,18,0.211553383,0.00019965,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,89,88,BLACK,WHITE,draw,DRAW,18,18,0,33,1,3.6399459,3.6313301,0.0029866,17,16,0.213607653,0.000186662,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,90,89,WHITE,BLACK,loss,BLACK,9,27,-18,32,0,3.4889061,3.4780281,0.0044322,16,16,0.217376756,0.000277012,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,91,90,BLACK,WHITE,loss,WHITE,4,32,-28,34,2,3.9386037,3.9294659,0.0032477,17,17,0.231145053,0.000191041,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,92,91,WHITE,BLACK,win,WHITE,27,9,18,32,0,3.5705758,3.5615383,0.0033474,16,16,0.222596144,0.000209213,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,93,92,BLACK,WHITE,win,BLACK,18,17,1,32,1,3.6264971,3.6173777,0.003184201,16,16,0.226086106,0.000199013,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,94,93,WHITE,BLACK,win,WHITE,22,14,8,36,4,3.3159977,3.3066904,0.003223801,18,18,0.183705022,0.0001791,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,95,94,BLACK,WHITE,loss,WHITE,0,21,-21,18,1,3.1326615,3.1254135,0.002411299,9,9,0.347268167,0.000267922,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,96,95,WHITE,BLACK,win,WHITE,21,15,6,34,2,3.3324963,3.323288701,0.0032275,17,17,0.195487571,0.000189853,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,97,96,BLACK,WHITE,win,BLACK,22,14,8,34,2,3.5664292,3.556535,0.0033993,17,17,0.209207941,0.000199959,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,98,97,WHITE,BLACK,loss,BLACK,16,20,-4,32,0,3.3582625,3.348736099,0.0035911,16,16,0.209296006,0.000224444,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,99,98,BLACK,WHITE,win,BLACK,19,17,2,32,0,3.6772305,3.6679087,0.0033141,16,16,0.229244294,0.000207131,6,6,100,0.0
09_classical_uct_c_sweep_vs_weak_tactical,3.0,100,99,WHITE,BLACK,win,WHITE,20,16,4,33,1,3.5022331,3.4913699,0.0038246,16,17,0.218210619,0.000224976,6,6,100,0.0
