status,experiment_name,comparison_file,game_index,seed,board_rows,board_cols,win_length,tested_agent_name,opponent_name,tested_agent_side,opponent_side,agent_x_name,agent_o_name,winner,outcome_for_tested_agent,moves_played,runtime_seconds,seconds_per_move,timestamp_start,timestamp_end,tested_agent_simulations,tested_agent_selection_policy,tested_agent_rollout_policy,tested_agent_use_tactical_guard,tested_agent_use_heuristic_expansion,opponent_simulations,opponent_selection_policy,opponent_rollout_policy,opponent_use_tactical_guard,opponent_use_heuristic_expansion,error_message
ok,04_enhanced_thompson_vs_tactical,C:\Users\alexk\PycharmProjects\COMP66060_Masters_Project\src\experiments\win_rate_by_agent\04_enhanced_thompson_vs_tactical.py,66,65,7,7,4,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,O,X,TacticalAgent,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",O,win,16,48.061915,3.003870,2026-07-23T14:00:35,2026-07-23T14:01:23,500,ThompsonSamplingSelectionPolicy,InternalHeuristicRollout,True,True,,,,,,
ok,04_enhanced_thompson_vs_tactical,C:\Users\alexk\PycharmProjects\COMP66060_Masters_Project\src\experiments\win_rate_by_agent\04_enhanced_thompson_vs_tactical.py,67,66,7,7,4,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,X,O,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,X,win,11,59.860414,5.441856,2026-07-23T14:01:23,2026-07-23T14:02:22,500,ThompsonSamplingSelectionPolicy,InternalHeuristicRollout,True,True,,,,,,
ok,04_enhanced_thompson_vs_tactical,C:\Users\alexk\PycharmProjects\COMP66060_Masters_Project\src\experiments\win_rate_by_agent\04_enhanced_thompson_vs_tactical.py,68,67,7,7,4,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,O,X,TacticalAgent,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",O,win,14,59.005968,4.214712,2026-07-23T14:02:22,2026-07-23T14:03:21,500,ThompsonSamplingSelectionPolicy,InternalHeuristicRollout,True,True,,,,,,
ok,04_enhanced_thompson_vs_tactical,C:\Users\alexk\PycharmProjects\COMP66060_Masters_Project\src\experiments\win_rate_by_agent\04_enhanced_thompson_vs_tactical.py,69,68,7,7,4,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,X,O,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,X,win,25,115.811538,4.632462,2026-07-23T14:03:21,2026-07-23T14:05:17,500,ThompsonSamplingSelectionPolicy,InternalHeuristicRollout,True,True,,,,,,
ok,04_enhanced_thompson_vs_tactical,C:\Users\alexk\PycharmProjects\COMP66060_Masters_Project\src\experiments\win_rate_by_agent\04_enhanced_thompson_vs_tactical.py,70,69,7,7,4,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,O,X,TacticalAgent,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",O,win,16,62.863063,3.928941,2026-07-23T14:05:17,2026-07-23T14:06:20,500,ThompsonSamplingSelectionPolicy,InternalHeuristicRollout,True,True,,,,,,
ok,04_enhanced_thompson_vs_tactical,C:\Users\alexk\PycharmProjects\COMP66060_Masters_Project\src\experiments\win_rate_by_agent\04_enhanced_thompson_vs_tactical.py,71,70,7,7,4,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,X,O,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,X,win,13,74.072330,5.697872,2026-07-23T14:06:20,2026-07-23T14:07:34,500,ThompsonSamplingSelectionPolicy,InternalHeuristicRollout,True,True,,,,,,
ok,04_enhanced_thompson_vs_tactical,C:\Users\alexk\PycharmProjects\COMP66060_Masters_Project\src\experiments\win_rate_by_agent\04_enhanced_thompson_vs_tactical.py,72,71,7,7,4,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,O,X,TacticalAgent,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",O,win,14,53.937825,3.852702,2026-07-23T14:07:34,2026-07-23T14:08:28,500,ThompsonSamplingSelectionPolicy,InternalHeuristicRollout,True,True,,,,,,
ok,04_enhanced_thompson_vs_tactical,C:\Users\alexk\PycharmProjects\COMP66060_Masters_Project\src\experiments\win_rate_by_agent\04_enhanced_thompson_vs_tactical.py,73,72,7,7,4,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,X,O,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,X,win,21,95.654841,4.554992,2026-07-23T14:08:28,2026-07-23T14:10:04,500,ThompsonSamplingSelectionPolicy,InternalHeuristicRollout,True,True,,,,,,
ok,04_enhanced_thompson_vs_tactical,C:\Users\alexk\PycharmProjects\COMP66060_Masters_Project\src\experiments\win_rate_by_agent\04_enhanced_thompson_vs_tactical.py,74,73,7,7,4,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,O,X,TacticalAgent,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",O,win,14,54.072329,3.862309,2026-07-23T14:10:04,2026-07-23T14:10:58,500,ThompsonSamplingSelectionPolicy,InternalHeuristicRollout,True,True,,,,,,
ok,04_enhanced_thompson_vs_tactical,C:\Users\alexk\PycharmProjects\COMP66060_Masters_Project\src\experiments\win_rate_by_agent\04_enhanced_thompson_vs_tactical.py,75,74,7,7,4,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,X,O,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,X,win,13,71.849494,5.526884,2026-07-23T14:10:58,2026-07-23T14:12:10,500,ThompsonSamplingSelectionPolicy,InternalHeuristicRollout,True,True,,,,,,
ok,04_enhanced_thompson_vs_tactical,C:\Users\alexk\PycharmProjects\COMP66060_Masters_Project\src\experiments\win_rate_by_agent\04_enhanced_thompson_vs_tactical.py,76,75,7,7,4,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,O,X,TacticalAgent,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",O,win,14,56.011893,4.000850,2026-07-23T14:12:10,2026-07-23T14:13:06,500,ThompsonSamplingSelectionPolicy,InternalHeuristicRollout,True,True,,,,,,
ok,04_enhanced_thompson_vs_tactical,C:\Users\alexk\PycharmProjects\COMP66060_Masters_Project\src\experiments\win_rate_by_agent\04_enhanced_thompson_vs_tactical.py,77,76,7,7,4,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,X,O,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,X,win,21,88.567271,4.217489,2026-07-23T14:13:06,2026-07-23T14:14:34,500,ThompsonSamplingSelectionPolicy,InternalHeuristicRollout,True,True,,,,,,
ok,04_enhanced_thompson_vs_tactical,C:\Users\alexk\PycharmProjects\COMP66060_Masters_Project\src\experiments\win_rate_by_agent\04_enhanced_thompson_vs_tactical.py,78,77,7,7,4,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,O,X,TacticalAgent,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",O,win,12,47.877711,3.989809,2026-07-23T14:14:34,2026-07-23T14:15:22,500,ThompsonSamplingSelectionPolicy,InternalHeuristicRollout,True,True,,,,,,
ok,04_enhanced_thompson_vs_tactical,C:\Users\alexk\PycharmProjects\COMP66060_Masters_Project\src\experiments\win_rate_by_agent\04_enhanced_thompson_vs_tactical.py,79,78,7,7,4,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,X,O,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,X,win,13,76.167747,5.859057,2026-07-23T14:15:22,2026-07-23T14:16:38,500,ThompsonSamplingSelectionPolicy,InternalHeuristicRollout,True,True,,,,,,
ok,04_enhanced_thompson_vs_tactical,C:\Users\alexk\PycharmProjects\COMP66060_Masters_Project\src\experiments\win_rate_by_agent\04_enhanced_thompson_vs_tactical.py,80,79,7,7,4,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,O,X,TacticalAgent,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",O,win,14,59.692170,4.263726,2026-07-23T14:16:39,2026-07-23T14:17:38,500,ThompsonSamplingSelectionPolicy,InternalHeuristicRollout,True,True,,,,,,
ok,04_enhanced_thompson_vs_tactical,C:\Users\alexk\PycharmProjects\COMP66060_Masters_Project\src\experiments\win_rate_by_agent\04_enhanced_thompson_vs_tactical.py,81,80,7,7,4,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,X,O,"MCTSAgent(sim=500, selection=ThompsonSamplingSelectionPolicy, rollout=InternalHeuristicRollout, guard=True, heuristic_expansion=True)",TacticalAgent,X,win,13,76.985063,5.921928,2026-07-23T14:17:38,2026-07-23T14:18:55,500,ThompsonSamplingSelectionPolicy,InternalHeuristicRollout,True,True,,,,,,
