experiment_name,game,pair,thompson_colour,uct_colour,outcome,winner_colour,thompson_discs,uct_discs,disc_difference,actions,passes,match_runtime_seconds,thompson_search_seconds,uct_search_seconds,thompson_decisions,uct_decisions,thompson_seconds_per_decision,uct_seconds_per_decision,thompson_seed,uct_seed,board_rows,board_cols,simulations,thompson_alpha_prior,thompson_beta_prior,uct_exploration_constant,uct_progressive_bias_weight,rollout_epsilon,expansion_epsilon,rollout_depth_limit,guided_expansion,heuristic_rollouts,root_safety,root_lookahead,heuristic_cutoff
11_enhanced_thompson_vs_enhanced_uct,11,6,BLACK,WHITE,UCT_WIN,WHITE,12,24,-12,32,0,22.6505642,11.6217378,11.0228555,16,16,0.726358613,0.688928469,50010,50011,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,12,6,WHITE,BLACK,THOMPSON_WIN,WHITE,21,15,6,32,0,21.8031712,10.6990945,11.098391,16,16,0.668693406,0.693649437,50011,50010,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,13,7,BLACK,WHITE,UCT_WIN,WHITE,7,29,-22,32,0,22.5161917,11.9810539,10.5290263,16,16,0.748815869,0.658064144,50012,50013,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,14,7,WHITE,BLACK,THOMPSON_WIN,WHITE,30,5,25,34,3,21.8072056,10.2746989,11.5257049,17,17,0.604394053,0.677982641,50013,50012,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,15,8,BLACK,WHITE,UCT_WIN,WHITE,17,18,-1,31,0,22.6684647,12.2461169,10.4167262,16,15,0.765382306,0.694448413,50014,50015,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,16,8,WHITE,BLACK,UCT_WIN,BLACK,14,22,-8,33,1,21.7648494,10.4732033,11.2853424,16,17,0.654575206,0.663843671,50015,50014,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,17,9,BLACK,WHITE,UCT_WIN,WHITE,15,20,-5,32,1,21.2391535,10.8845612,10.3480972,16,16,0.680285075,0.646756075,50016,50017,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,18,9,WHITE,BLACK,UCT_WIN,BLACK,13,23,-10,34,2,22.2991189,10.7810573,11.5119716,17,17,0.634179841,0.6771748,50017,50016,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,19,10,BLACK,WHITE,THOMPSON_WIN,BLACK,31,5,26,33,1,22.5065559,11.7439979,10.7565226,17,16,0.690823406,0.672282662,50018,50019,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,20,10,WHITE,BLACK,THOMPSON_WIN,WHITE,21,15,6,33,1,22.380626,10.694207,11.6802077,16,17,0.668387937,0.687071041,50019,50018,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,21,11,BLACK,WHITE,UCT_WIN,WHITE,9,27,-18,32,0,22.4493828,11.8157926,10.6278803,16,16,0.738487037,0.664242519,50020,50021,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,22,11,WHITE,BLACK,THOMPSON_WIN,WHITE,27,9,18,34,2,23.2175514,11.1224624,12.0889082,17,17,0.654262494,0.711112247,50021,50020,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,23,12,BLACK,WHITE,UCT_WIN,WHITE,5,31,-26,33,1,22.9470022,11.8042397,11.1368343,17,16,0.694367041,0.696052144,50022,50023,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,24,12,WHITE,BLACK,THOMPSON_WIN,WHITE,21,15,6,32,0,22.618704,10.7105829,11.9025082,16,16,0.669411431,0.743906763,50023,50022,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,25,13,BLACK,WHITE,THOMPSON_WIN,BLACK,20,16,4,34,2,21.8032248,11.3632928,10.4331248,17,17,0.668428988,0.613713224,50024,50025,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,26,13,WHITE,BLACK,THOMPSON_WIN,WHITE,19,17,2,32,0,22.1636686,10.5945149,11.5637166,16,16,0.662157181,0.722732287,50025,50024,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,27,14,BLACK,WHITE,UCT_WIN,WHITE,17,19,-2,32,0,23.1227666,11.8490931,11.2678689,16,16,0.740568319,0.704241806,50026,50027,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,28,14,WHITE,BLACK,THOMPSON_WIN,WHITE,30,4,26,32,2,21.7231795,10.3699577,11.3475402,16,16,0.648122356,0.709221263,50027,50026,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,29,15,BLACK,WHITE,UCT_WIN,WHITE,5,31,-26,36,4,20.5279582,10.8514847,9.6705193,18,18,0.602860261,0.537251072,50028,50029,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,30,15,WHITE,BLACK,UCT_WIN,BLACK,13,23,-10,33,1,20.8746256,10.0004704,10.8687653,16,17,0.6250294,0.639339135,50029,50028,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,31,16,BLACK,WHITE,UCT_WIN,WHITE,14,22,-8,32,0,20.761725,10.7321816,10.0238465,16,16,0.67076135,0.626490406,50030,50031,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,32,16,WHITE,BLACK,DRAW,DRAW,18,18,0,32,0,21.3228236,10.2897881,11.0273985,16,16,0.643111756,0.689212406,50031,50030,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,33,17,BLACK,WHITE,THOMPSON_WIN,BLACK,19,16,3,32,1,20.4771585,10.7716177,9.7001146,16,16,0.673226106,0.606257163,50032,50033,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,34,17,WHITE,BLACK,THOMPSON_WIN,WHITE,29,7,22,33,1,19.9770032,9.8985529,10.0726916,16,17,0.618659556,0.592511271,50033,50032,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,35,18,BLACK,WHITE,UCT_WIN,WHITE,15,21,-6,32,0,21.2165195,11.0364823,10.1745461,16,16,0.689780144,0.635909131,50034,50035,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,36,18,WHITE,BLACK,DRAW,DRAW,18,18,0,33,1,21.2473692,10.2882714,10.953355,16,17,0.643016962,0.644315,50035,50034,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,37,19,BLACK,WHITE,THOMPSON_WIN,BLACK,23,13,10,32,0,19.981457,10.2171592,9.7589385,16,16,0.63857245,0.609933656,50036,50037,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,38,19,WHITE,BLACK,UCT_WIN,BLACK,16,20,-4,32,0,21.4266494,10.5748562,10.8460673,16,16,0.660928513,0.677879206,50037,50036,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,39,20,BLACK,WHITE,DRAW,DRAW,18,18,0,32,0,20.6442305,10.840566,9.7982366,16,16,0.677535375,0.612389787,50038,50039,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,40,20,WHITE,BLACK,UCT_WIN,BLACK,15,21,-6,36,4,20.8548485,10.2863835,10.5622878,18,18,0.57146575,0.586793767,50039,50038,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,41,21,BLACK,WHITE,UCT_WIN,WHITE,12,24,-12,33,1,19.9581184,10.4257371,9.5265975,17,16,0.613278653,0.595412344,50040,50041,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,42,21,WHITE,BLACK,UCT_WIN,BLACK,17,19,-2,32,0,20.5982479,10.1315533,10.4612839,16,16,0.633222081,0.653830244,50041,50040,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,43,22,BLACK,WHITE,THOMPSON_WIN,BLACK,23,13,10,33,1,21.0541244,11.2069645,9.8416299,17,16,0.659233206,0.615101869,50042,50043,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,44,22,WHITE,BLACK,UCT_WIN,BLACK,17,19,-2,32,0,20.6231561,10.1728077,10.4450256,16,16,0.635800481,0.6528141,50043,50042,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,45,23,BLACK,WHITE,THOMPSON_WIN,BLACK,22,14,8,33,1,20.0695544,10.4144527,9.6498233,17,16,0.612614865,0.603113956,50044,50045,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,46,23,WHITE,BLACK,THOMPSON_WIN,WHITE,34,2,32,34,2,20.8192007,10.2415715,10.5720103,17,17,0.602445382,0.621882959,50045,50044,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,47,24,BLACK,WHITE,UCT_WIN,WHITE,10,26,-16,32,0,20.8767356,10.9834352,9.8880871,16,16,0.6864647,0.618005444,50046,50047,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,48,24,WHITE,BLACK,THOMPSON_WIN,WHITE,35,1,34,36,4,20.6704267,9.9028931,10.7611622,18,18,0.550160728,0.597842344,50047,50046,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,49,25,BLACK,WHITE,THOMPSON_WIN,BLACK,29,7,22,33,1,20.649566,10.7501378,9.8937954,17,16,0.632361047,0.618362212,50048,50049,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,50,25,WHITE,BLACK,THOMPSON_WIN,WHITE,21,15,6,34,2,20.9531511,10.070772,10.8765573,17,17,0.592398353,0.639797488,50049,50048,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,51,26,BLACK,WHITE,THOMPSON_WIN,BLACK,19,17,2,32,0,20.3427065,10.6490132,9.6882679,16,16,0.665563325,0.605516744,50050,50051,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,52,26,WHITE,BLACK,UCT_WIN,BLACK,8,28,-20,33,1,20.5291667,9.8882745,10.6350653,16,17,0.618017156,0.625592076,50051,50050,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,53,27,BLACK,WHITE,UCT_WIN,WHITE,10,26,-16,33,1,20.6313194,10.6065924,10.0192056,17,16,0.6239172,0.62620035,50052,50053,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,54,27,WHITE,BLACK,THOMPSON_WIN,WHITE,20,15,5,33,2,20.5782921,10.1255026,10.4471848,16,17,0.632843912,0.614540282,50053,50052,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,55,28,BLACK,WHITE,THOMPSON_WIN,BLACK,15,13,2,24,0,19.6208423,10.3446598,9.2712614,12,12,0.862054983,0.772605117,50054,50055,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,56,28,WHITE,BLACK,UCT_WIN,BLACK,12,24,-12,33,1,20.3311923,9.6181629,10.7077018,16,17,0.601135181,0.629864812,50055,50054,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,57,29,BLACK,WHITE,THOMPSON_WIN,BLACK,26,10,16,33,1,20.4966809,10.7659384,9.725218,17,16,0.633290494,0.607826125,50056,50057,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,58,29,WHITE,BLACK,UCT_WIN,BLACK,9,26,-17,31,0,21.1710422,10.3355005,10.8300326,15,16,0.689033367,0.676877038,50057,50056,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,59,30,BLACK,WHITE,UCT_WIN,WHITE,16,20,-4,32,0,20.2549709,10.4695592,9.7798665,16,16,0.65434745,0.611241656,50058,50059,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,60,30,WHITE,BLACK,THOMPSON_WIN,WHITE,23,13,10,32,0,21.1111036,10.1757583,10.9299191,16,16,0.635984894,0.683119944,50059,50058,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,61,31,BLACK,WHITE,THOMPSON_WIN,BLACK,30,6,24,33,1,20.7214441,10.8050515,9.9108994,17,16,0.635591265,0.619431213,50060,50061,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,62,31,WHITE,BLACK,UCT_WIN,BLACK,16,20,-4,32,0,20.8860291,10.2747469,10.6059407,16,16,0.642171681,0.662871294,50061,50060,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,63,32,BLACK,WHITE,UCT_WIN,WHITE,17,18,-1,32,1,21.1447881,11.1002687,10.0382688,16,16,0.693766794,0.6273918,50062,50063,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,64,32,WHITE,BLACK,THOMPSON_WIN,WHITE,20,16,4,35,3,21.1126203,10.3136205,10.7932623,17,18,0.606683559,0.599625683,50063,50062,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,65,33,BLACK,WHITE,THOMPSON_WIN,BLACK,21,15,6,32,0,20.183286,10.3827823,9.7948771,16,16,0.648923894,0.612179819,50064,50065,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,66,33,WHITE,BLACK,THOMPSON_WIN,WHITE,28,8,20,34,2,21.2167994,10.1667018,11.0441267,17,17,0.598041282,0.649654512,50065,50064,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,67,34,BLACK,WHITE,UCT_WIN,WHITE,15,21,-6,32,0,20.6076565,10.6484836,9.9536037,16,16,0.665530225,0.622100231,50066,50067,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,68,34,WHITE,BLACK,THOMPSON_WIN,WHITE,31,5,26,34,2,20.2582113,9.8542122,10.3982799,17,17,0.579659541,0.611663524,50067,50066,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,69,35,BLACK,WHITE,UCT_WIN,WHITE,16,20,-4,34,2,20.684333,10.6745813,10.0041824,17,17,0.627916547,0.588481318,50068,50069,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,70,35,WHITE,BLACK,THOMPSON_WIN,WHITE,21,15,6,32,0,20.5555119,9.8493497,10.7007862,16,16,0.615584356,0.668799137,50069,50068,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,71,36,BLACK,WHITE,THOMPSON_WIN,BLACK,19,17,2,33,1,20.1664109,10.4623856,9.6975323,17,16,0.615434447,0.606095769,50070,50071,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,72,36,WHITE,BLACK,UCT_WIN,BLACK,17,19,-2,32,0,20.7176239,10.1303069,10.581779,16,16,0.633144181,0.661361187,50071,50070,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,73,37,BLACK,WHITE,THOMPSON_WIN,BLACK,21,15,6,32,0,21.1780608,10.863518,10.3091212,16,16,0.678969875,0.644320075,50072,50073,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,74,37,WHITE,BLACK,UCT_WIN,BLACK,13,23,-10,35,3,20.7001379,9.8456258,10.8476707,17,18,0.579154459,0.602648372,50073,50072,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,75,38,BLACK,WHITE,UCT_WIN,WHITE,12,24,-12,34,2,20.3582846,10.6588089,9.6937564,17,17,0.626988759,0.570220965,50074,50075,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,76,38,WHITE,BLACK,UCT_WIN,BLACK,11,25,-14,34,2,20.3907205,10.0498888,10.3352681,17,17,0.591169929,0.607956947,50075,50074,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,77,39,BLACK,WHITE,UCT_WIN,WHITE,7,29,-22,32,0,20.4019254,10.590118,9.8062201,16,16,0.661882375,0.612888756,50076,50077,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,78,39,WHITE,BLACK,UCT_WIN,BLACK,14,22,-8,33,1,20.7370736,10.1344377,10.5969042,16,17,0.633402356,0.623347306,50077,50076,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,79,40,BLACK,WHITE,THOMPSON_WIN,BLACK,27,9,18,33,1,20.5395168,10.7954143,9.7385763,17,16,0.635024371,0.608661019,50078,50079,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,80,40,WHITE,BLACK,THOMPSON_WIN,WHITE,22,14,8,32,0,20.3871025,9.9591385,10.4225225,16,16,0.622446156,0.651407656,50079,50078,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,81,41,BLACK,WHITE,UCT_WIN,WHITE,13,23,-10,32,0,19.4406637,10.1470633,9.2881539,16,16,0.634191456,0.580509619,50080,50081,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,82,41,WHITE,BLACK,UCT_WIN,BLACK,8,27,-19,33,2,20.1105004,9.5802442,10.5249421,16,17,0.598765263,0.619114241,50081,50080,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,83,42,BLACK,WHITE,THOMPSON_WIN,BLACK,28,7,21,33,2,20.8026612,10.7575717,10.039498,17,16,0.632798335,0.627468625,50082,50083,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,84,42,WHITE,BLACK,UCT_WIN,BLACK,15,21,-6,32,0,20.1305919,9.6829971,10.4421675,16,16,0.605187319,0.652635469,50083,50082,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,85,43,BLACK,WHITE,THOMPSON_WIN,BLACK,29,7,22,33,1,20.2517598,10.5272477,9.7189226,17,16,0.619249865,0.607432662,50084,50085,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,86,43,WHITE,BLACK,UCT_WIN,BLACK,12,24,-12,34,2,21.5800026,10.4325303,11.1414447,17,17,0.613678253,0.6553791,50085,50084,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,87,44,BLACK,WHITE,UCT_WIN,WHITE,13,23,-10,32,0,20.1489735,10.4755521,9.6680919,16,16,0.654722006,0.604255744,50086,50087,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,88,44,WHITE,BLACK,THOMPSON_WIN,WHITE,22,14,8,32,0,19.8610829,9.7615899,10.0941729,16,16,0.610099369,0.630885806,50087,50086,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,89,45,BLACK,WHITE,UCT_WIN,WHITE,2,34,-32,36,4,20.6297678,10.5177308,10.1060509,18,18,0.584318378,0.561447272,50088,50089,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,90,45,WHITE,BLACK,UCT_WIN,BLACK,17,19,-2,32,0,19.8443273,9.7234911,10.1154655,16,16,0.607718194,0.632216594,50089,50088,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,91,46,BLACK,WHITE,THOMPSON_WIN,BLACK,20,16,4,32,0,19.6802448,10.2310301,9.4438233,16,16,0.639439381,0.590238956,50090,50091,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,92,46,WHITE,BLACK,THOMPSON_WIN,WHITE,28,8,20,32,0,20.6459212,10.04171,10.5989405,16,16,0.627606875,0.662433781,50091,50090,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,93,47,BLACK,WHITE,UCT_WIN,WHITE,8,28,-20,33,1,20.235959,10.5504273,9.6801445,17,16,0.620613371,0.605009031,50092,50093,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,94,47,WHITE,BLACK,DRAW,DRAW,18,18,0,33,1,20.3912892,9.7676545,10.6181353,16,17,0.610478406,0.624596194,50093,50092,6,6,100,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
