experiment_name,game,pair,thompson_colour,uct_colour,outcome,winner_colour,thompson_discs,uct_discs,disc_difference,actions,passes,match_runtime_seconds,thompson_search_seconds,uct_search_seconds,thompson_decisions,uct_decisions,thompson_seconds_per_decision,uct_seconds_per_decision,thompson_seed,uct_seed,board_rows,board_cols,simulations,thompson_alpha_prior,thompson_beta_prior,uct_exploration_constant,uct_progressive_bias_weight,rollout_epsilon,expansion_epsilon,rollout_depth_limit,guided_expansion,heuristic_rollouts,root_safety,root_lookahead,heuristic_cutoff
11_enhanced_thompson_vs_enhanced_uct,15,8,BLACK,WHITE,THOMPSON_WIN,BLACK,23,13,10,33,1,84.012037,43.7755191,40.2304753,17,16,2.575030535,2.514404706,100014,100015,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,16,8,WHITE,BLACK,UCT_WIN,BLACK,7,29,-22,35,3,85.3969917,40.9302084,44.4596358,17,18,2.407659318,2.469979767,100015,100014,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,17,9,BLACK,WHITE,THOMPSON_WIN,BLACK,19,17,2,32,0,80.3642625,42.3512202,38.0073484,16,16,2.646951262,2.375459275,100016,100017,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,18,9,WHITE,BLACK,UCT_WIN,BLACK,10,26,-16,33,1,81.1288092,39.2459478,41.8770714,16,17,2.452871738,2.463357141,100017,100016,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,19,10,BLACK,WHITE,THOMPSON_WIN,BLACK,23,13,10,33,1,79.5798497,41.2769695,38.2971191,17,16,2.428057029,2.393569944,100018,100019,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,20,10,WHITE,BLACK,UCT_WIN,BLACK,17,19,-2,32,0,80.0986417,39.3086008,40.7845107,16,16,2.45678755,2.549031919,100019,100018,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,21,11,BLACK,WHITE,UCT_WIN,WHITE,15,21,-6,32,0,110.3876785,56.6536974,53.7248055,16,16,3.540856088,3.357800344,100020,100021,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,22,11,WHITE,BLACK,THOMPSON_WIN,WHITE,21,15,6,32,0,79.9010262,37.0730335,42.8222995,16,16,2.317064594,2.676393719,100021,100020,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,23,12,BLACK,WHITE,THOMPSON_WIN,BLACK,22,14,8,33,1,74.5667583,39.2993513,35.2613492,17,16,2.311726547,2.203834325,100022,100023,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,24,12,WHITE,BLACK,THOMPSON_WIN,WHITE,25,11,14,34,2,81.5770676,39.7127164,41.8581608,17,17,2.336042141,2.462244753,100023,100022,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,25,13,BLACK,WHITE,UCT_WIN,WHITE,1,35,-34,34,2,85.3211729,44.7434034,40.5708603,17,17,2.631964906,2.386521194,100024,100025,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,26,13,WHITE,BLACK,THOMPSON_WIN,WHITE,27,9,18,32,0,163.033066,80.6269407,82.3955838,16,16,5.039183794,5.149723987,100025,100024,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,27,14,BLACK,WHITE,UCT_WIN,WHITE,4,32,-28,34,2,158.6702508,83.8370257,74.8205139,17,17,4.931589747,4.4012067,100026,100027,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,28,14,WHITE,BLACK,UCT_WIN,BLACK,10,26,-16,33,1,218.9735613,104.9530526,114.0068957,16,17,6.559565787,6.706287982,100027,100026,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,29,15,BLACK,WHITE,THOMPSON_WIN,BLACK,21,14,7,31,0,218.0854977,115.6994436,102.3714771,16,15,7.231215225,6.82476514,100028,100029,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,30,15,WHITE,BLACK,UCT_WIN,BLACK,13,23,-10,34,2,190.8393722,93.381672,97.4451018,17,17,5.493039529,5.732064812,100029,100028,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,31,16,BLACK,WHITE,THOMPSON_WIN,BLACK,21,12,9,30,1,75.0965171,39.3506734,35.7399912,15,15,2.623378227,2.38266608,100030,100031,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,32,16,WHITE,BLACK,UCT_WIN,BLACK,13,23,-10,34,2,73.9357184,36.1780285,37.7517998,17,17,2.128119324,2.220694106,100031,100030,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,33,17,BLACK,WHITE,UCT_WIN,WHITE,10,26,-16,33,1,74.4513714,38.8937088,35.5519578,17,16,2.287865224,2.221997362,100032,100033,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,34,17,WHITE,BLACK,THOMPSON_WIN,WHITE,23,11,12,30,0,79.0690467,38.2444263,40.8187232,15,15,2.54962842,2.721248213,100033,100032,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,35,18,BLACK,WHITE,UCT_WIN,WHITE,11,24,-13,32,1,160.6581175,84.0530853,76.5936202,16,16,5.253317831,4.787101263,100034,100035,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,36,18,WHITE,BLACK,THOMPSON_WIN,WHITE,32,4,28,32,0,178.0400856,87.0409183,90.9878976,16,16,5.440057394,5.6867436,100035,100034,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,37,19,BLACK,WHITE,UCT_WIN,WHITE,15,21,-6,32,0,175.9656745,93.0152642,82.9370443,16,16,5.813454012,5.183565269,100036,100037,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,38,19,WHITE,BLACK,DRAW,DRAW,18,18,0,32,0,171.5866663,82.3528253,89.2208208,16,16,5.147051581,5.5763013,100037,100036,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,39,20,BLACK,WHITE,THOMPSON_WIN,BLACK,27,9,18,33,1,180.0474929,95.0646131,84.9698088,17,16,5.592036065,5.31061305,100038,100039,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,40,20,WHITE,BLACK,UCT_WIN,BLACK,17,19,-2,32,0,121.8089458,60.3335508,61.4679593,16,16,3.770846925,3.841747456,100039,100038,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,41,21,BLACK,WHITE,THOMPSON_WIN,BLACK,22,14,8,32,0,84.3383872,42.3671151,41.9656944,16,16,2.647944694,2.6228559,100040,100041,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,42,21,WHITE,BLACK,THOMPSON_WIN,WHITE,20,16,4,32,0,135.1173187,67.1158046,67.9925135,16,16,4.194737788,4.249532094,100041,100040,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,43,22,BLACK,WHITE,UCT_WIN,WHITE,6,30,-24,34,2,162.143527,83.875646,78.2555275,17,17,4.933861529,4.603266324,100042,100043,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,44,22,WHITE,BLACK,DRAW,DRAW,18,18,0,32,0,164.6383999,81.3390213,83.286761,16,16,5.083688831,5.205422563,100043,100042,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,45,23,BLACK,WHITE,UCT_WIN,WHITE,14,22,-8,32,0,160.3003,85.3307479,74.959059,16,16,5.333171744,4.684941188,100044,100045,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,46,23,WHITE,BLACK,THOMPSON_WIN,WHITE,19,17,2,32,0,167.8082263,80.9127047,86.8833511,16,16,5.057044044,5.430209444,100045,100044,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,47,24,BLACK,WHITE,UCT_WIN,WHITE,15,21,-6,32,0,165.9829705,89.2021771,76.7687752,16,16,5.575136069,4.79804845,100046,100047,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,48,24,WHITE,BLACK,THOMPSON_WIN,WHITE,20,16,4,32,0,167.2507161,80.7683429,86.4706668,16,16,5.048021431,5.404416675,100047,100046,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,49,25,BLACK,WHITE,THOMPSON_WIN,BLACK,25,10,15,33,2,171.5155555,88.9468818,82.5557644,17,16,5.232169518,5.159735275,100048,100049,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,50,25,WHITE,BLACK,THOMPSON_WIN,WHITE,22,14,8,32,0,152.8254698,74.7955622,78.0187015,16,16,4.674722638,4.876168844,100049,100048,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,51,26,BLACK,WHITE,UCT_WIN,WHITE,10,26,-16,32,0,178.4046985,93.4358738,84.9562054,16,16,5.839742113,5.309762837,100050,100051,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,52,26,WHITE,BLACK,THOMPSON_WIN,WHITE,27,9,18,35,3,169.5946934,81.5474176,88.0336164,17,18,4.796906918,4.890756467,100051,100050,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,53,27,BLACK,WHITE,UCT_WIN,WHITE,17,19,-2,32,0,180.2093337,93.3989136,86.7934303,16,16,5.8374321,5.424589394,100052,100053,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,54,27,WHITE,BLACK,DRAW,DRAW,18,18,0,34,2,173.978871,85.7997453,88.166913,17,17,5.047043841,5.186289,100053,100052,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,55,28,BLACK,WHITE,THOMPSON_WIN,BLACK,19,17,2,32,0,158.5501968,82.7653281,75.7730351,16,16,5.172833006,4.735814694,100054,100055,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,56,28,WHITE,BLACK,UCT_WIN,BLACK,12,24,-12,32,0,188.4476687,91.162647,97.2729849,16,16,5.697665438,6.079561556,100055,100054,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,57,29,BLACK,WHITE,THOMPSON_WIN,BLACK,28,8,20,36,4,175.4163434,91.481359,83.9206741,18,18,5.082297722,4.662259672,100056,100057,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,58,29,WHITE,BLACK,THOMPSON_WIN,WHITE,28,8,20,32,0,160.6081352,76.6019737,83.9951735,16,16,4.787623356,5.249698344,100057,100056,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,59,30,BLACK,WHITE,THOMPSON_WIN,BLACK,19,17,2,32,0,142.8408318,74.6818555,68.1451068,16,16,4.667615969,4.259069175,100058,100059,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,60,30,WHITE,BLACK,THOMPSON_WIN,WHITE,29,7,22,32,0,189.5400954,89.9495759,99.5759845,16,16,5.621848494,6.223499031,100059,100058,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,61,31,BLACK,WHITE,THOMPSON_WIN,BLACK,24,12,12,33,1,180.1228678,96.4403928,83.6696466,17,16,5.672964282,5.229352912,100060,100061,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,62,31,WHITE,BLACK,UCT_WIN,BLACK,7,29,-22,33,1,162.335433,77.8551885,84.4684354,16,17,4.865949281,4.968731494,100061,100060,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,63,32,BLACK,WHITE,UCT_WIN,WHITE,17,19,-2,32,0,181.4629506,95.0815993,86.3688992,16,16,5.942599956,5.3980562,100062,100063,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,64,32,WHITE,BLACK,THOMPSON_WIN,WHITE,19,17,2,32,0,182.6869847,88.4654788,94.2092138,16,16,5.529092425,5.888075863,100063,100062,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,65,33,BLACK,WHITE,UCT_WIN,WHITE,8,28,-20,34,2,159.0585521,84.0779966,74.9687315,17,17,4.945764506,4.409925382,100064,100065,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,66,33,WHITE,BLACK,THOMPSON_WIN,WHITE,24,12,12,34,2,197.2827829,96.8648645,100.4033894,17,17,5.697933206,5.906081729,100065,100064,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,67,34,BLACK,WHITE,UCT_WIN,WHITE,10,26,-16,32,0,181.7111617,97.7826639,83.9146369,16,16,6.111416494,5.244664806,100066,100067,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,68,34,WHITE,BLACK,UCT_WIN,BLACK,12,24,-12,32,0,172.5834276,84.0076413,88.561122,16,16,5.250477581,5.535070125,100067,100066,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,69,35,BLACK,WHITE,UCT_WIN,WHITE,15,21,-6,32,0,185.1733646,99.6275434,85.532427,16,16,6.226721462,5.345776688,100068,100069,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,70,35,WHITE,BLACK,UCT_WIN,BLACK,14,22,-8,33,1,202.6588315,99.1200121,103.5235862,16,17,6.195000756,6.089622718,100069,100068,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,71,36,BLACK,WHITE,THOMPSON_WIN,BLACK,24,12,12,32,0,173.2068536,91.791687,81.4033011,16,16,5.736980438,5.087706319,100070,100071,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,72,36,WHITE,BLACK,UCT_WIN,BLACK,13,23,-10,33,1,173.872735,83.0597477,90.8014958,16,17,5.191234231,5.341264459,100071,100070,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,73,37,BLACK,WHITE,THOMPSON_WIN,BLACK,25,11,14,33,1,150.8732248,79.5807036,71.2819376,17,16,4.681217859,4.4551211,100072,100073,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,74,37,WHITE,BLACK,THOMPSON_WIN,WHITE,26,10,16,33,1,167.5472756,80.8666911,86.6687396,16,17,5.054168194,5.098161153,100073,100072,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,75,38,BLACK,WHITE,THOMPSON_WIN,BLACK,24,12,12,33,1,165.5177377,88.0325845,77.4732817,17,16,5.178387324,4.842080106,100074,100075,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,76,38,WHITE,BLACK,THOMPSON_WIN,WHITE,32,4,28,34,2,165.3060149,80.7686041,84.5250929,17,17,4.751094359,4.972064288,100075,100074,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,77,39,BLACK,WHITE,THOMPSON_WIN,BLACK,23,13,10,32,0,149.3908948,77.5551203,71.8243217,16,16,4.847195019,4.489020106,100076,100077,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,78,39,WHITE,BLACK,THOMPSON_WIN,WHITE,20,16,4,32,0,147.2487743,70.4120657,76.8256359,16,16,4.400754106,4.801602244,100077,100076,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,79,40,BLACK,WHITE,THOMPSON_WIN,BLACK,26,10,16,33,1,160.5143834,84.4451919,76.0584202,17,16,4.967364229,4.753651262,100078,100079,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,80,40,WHITE,BLACK,UCT_WIN,BLACK,15,21,-6,32,0,160.3205797,76.8029883,83.5069454,16,16,4.800186769,5.219184087,100079,100078,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,81,41,BLACK,WHITE,UCT_WIN,WHITE,15,21,-6,33,1,161.183935,83.755924,77.4163281,17,16,4.926819059,4.838520506,100080,100081,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,82,41,WHITE,BLACK,UCT_WIN,BLACK,15,20,-5,31,0,150.6225926,72.8492429,77.7632378,15,16,4.856616193,4.860202362,100081,100080,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,83,42,BLACK,WHITE,UCT_WIN,WHITE,12,23,-11,32,1,172.3230078,92.3629636,79.9483533,16,16,5.772685225,4.996772081,100082,100083,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,84,42,WHITE,BLACK,THOMPSON_WIN,WHITE,21,15,6,32,0,172.611385,83.6154248,88.9837367,16,16,5.22596405,5.561483544,100083,100082,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,85,43,BLACK,WHITE,UCT_WIN,WHITE,17,18,-1,31,0,173.6165184,91.8288458,81.7745168,16,15,5.739302863,5.451634453,100084,100085,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,86,43,WHITE,BLACK,UCT_WIN,BLACK,14,22,-8,34,2,176.5432326,84.8550521,91.6760155,17,17,4.991473653,5.392706794,100085,100084,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,87,44,BLACK,WHITE,UCT_WIN,WHITE,11,25,-14,32,0,171.4534157,90.9435609,80.4986406,16,16,5.683972556,5.031165038,100086,100087,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,88,44,WHITE,BLACK,UCT_WIN,BLACK,14,22,-8,32,0,180.5150937,86.5875523,93.9157631,16,16,5.411722019,5.869735194,100087,100086,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,89,45,BLACK,WHITE,THOMPSON_WIN,BLACK,29,7,22,35,3,108.6658684,57.4967432,51.1616037,18,17,3.194263511,3.0095061,100088,100089,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,90,45,WHITE,BLACK,UCT_WIN,BLACK,10,26,-16,33,1,140.0364989,70.1487684,69.8766624,16,17,4.384298025,4.110391906,100089,100088,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,91,46,BLACK,WHITE,UCT_WIN,WHITE,8,28,-20,34,2,187.2445515,99.2380471,87.9931477,17,17,5.837532182,5.176067512,100090,100091,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,92,46,WHITE,BLACK,THOMPSON_WIN,WHITE,31,5,26,34,2,164.2482231,78.8877424,85.3458525,17,17,4.640455435,5.020344265,100091,100090,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,93,47,BLACK,WHITE,DRAW,DRAW,18,18,0,33,1,169.9568554,90.8094343,79.1352383,17,16,5.341731429,4.945952394,100092,100093,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
11_enhanced_thompson_vs_enhanced_uct,94,47,WHITE,BLACK,THOMPSON_WIN,WHITE,19,16,3,31,0,164.4575928,79.9937984,84.4527164,15,16,5.332919893,5.278294775,100093,100092,6,6,400,2.0,1.0,0.5,0.0,0.15,0.05,16,True,True,True,True,True
